genome.genome_id	genome.genome_name	genome.antimicrobial_resistance	genome.antimicrobial_resistance_evidence
573.52962	Klebsiella pneumoniae 57HMV004	Resistant::Susceptible	Computational Method
573.52963	Klebsiella pneumoniae 29HMV007	Susceptible::Resistant	Computational Method
573.52964	Klebsiella pneumoniae 57HMV001	Susceptible	Computational Method
573.52965	Klebsiella pneumoniae 46HMV001-B	Susceptible::Resistant	Computational Method
573.52966	Klebsiella pneumoniae 46HMV001-A	Susceptible::Resistant	Computational Method
573.52967	Klebsiella pneumoniae 49HMV002	Resistant::Susceptible	Computational Method
573.52968	Klebsiella pneumoniae 46HMV001-C	Susceptible::Resistant	Computational Method
573.52969	Klebsiella pneumoniae 41HMV001-R44	Susceptible::Resistant	Computational Method
573.52970	Klebsiella pneumoniae 49HMV003	Susceptible::Resistant	Computational Method
573.52971	Klebsiella pneumoniae HMV007LS	Susceptible::Resistant	Computational Method
573.52972	Klebsiella pneumoniae 43HMV001	Susceptible::Resistant	Computational Method
573.52973	Klebsiella pneumoniae 30HMV001	Susceptible::Resistant	Computational Method
573.52974	Klebsiella pneumoniae 21HMV001	Susceptible	Computational Method
573.52975	Klebsiella pneumoniae 17HMV002	Resistant::Susceptible	Computational Method
573.52976	Klebsiella pneumoniae 179KP-HG	Resistant::Susceptible	Computational Method
573.52977	Klebsiella pneumoniae BB1542	Susceptible::Resistant	Computational Method
573.52978	Klebsiella pneumoniae BB1541	Susceptible::Resistant	Computational Method
573.52979	Klebsiella pneumoniae kp_87441	Susceptible::Resistant	Computational Method
573.52980	Klebsiella pneumoniae kp_95329	Susceptible::Resistant	Computational Method
573.52982	Klebsiella pneumoniae ST147	Susceptible::Resistant	Computational Method
573.52983	Klebsiella pneumoniae ST36	Susceptible::Resistant	Computational Method
573.52984	Klebsiella pneumoniae ST15	Susceptible::Resistant	Computational Method
573.52985	Klebsiella pneumoniae ST15	Resistant::Susceptible	Computational Method
573.52986	Klebsiella pneumoniae ST273	Susceptible::Resistant	Computational Method
573.52987	Klebsiella pneumoniae ST15	Resistant::Susceptible	Computational Method
573.52988	Klebsiella pneumoniae ST231	Susceptible::Resistant	Computational Method
573.52989	Klebsiella pneumoniae ST16	Susceptible::Resistant	Computational Method
573.52990	Klebsiella pneumoniae ST395	Susceptible::Resistant	Computational Method
573.52991	Klebsiella pneumoniae ST231	Susceptible::Resistant	Computational Method
573.52992	Klebsiella pneumoniae ST1466	Susceptible::Resistant	Computational Method
573.52993	Klebsiella pneumoniae ST11	Resistant::Susceptible	Computational Method
573.53036	Klebsiella pneumoniae K201055	Susceptible	Computational Method
573.53037	Klebsiella pneumoniae 7450	Susceptible::Resistant	Computational Method
573.53038	Klebsiella pneumoniae EC_E12BF_1_E_CuN_CeN	Susceptible	Computational Method
573.53039	Klebsiella pneumoniae EC_E6F_1_E_CuN_CeN	Susceptible::Resistant	Computational Method
573.53040	Klebsiella pneumoniae EC_E3F_2_E_CuN_CeN	Susceptible	Computational Method
573.53041	Klebsiella pneumoniae X_28	Resistant::Susceptible	Computational Method
573.53042	Klebsiella pneumoniae clean555	Susceptible::Resistant	Computational Method
573.53043	Klebsiella pneumoniae R307	Resistant::Susceptible	Computational Method
573.53044	Klebsiella pneumoniae ST39	Susceptible::Resistant	Computational Method
573.53045	Klebsiella pneumoniae KPJCL-5	Resistant::Susceptible	Computational Method
573.53046	Klebsiella pneumoniae KPJCL-3	Resistant::Susceptible	Computational Method
573.53047	Klebsiella pneumoniae KPJCL-1	Resistant::Susceptible	Computational Method
573.53048	Klebsiella pneumoniae KPJCL-4	Resistant::Susceptible	Computational Method
573.53049	Klebsiella pneumoniae KPJCL-2	Resistant::Susceptible	Computational Method
573.53050	Klebsiella pneumoniae clean6617	Susceptible	Computational Method
573.53051	Klebsiella pneumoniae clean6616	Susceptible::Resistant	Computational Method
573.53052	Klebsiella pneumoniae clean6615	Susceptible	Computational Method
573.53053	Klebsiella pneumoniae clean6611	Susceptible	Computational Method
573.53054	Klebsiella pneumoniae clean6614	Susceptible	Computational Method
573.53055	Klebsiella pneumoniae clean6612	Susceptible::Resistant	Computational Method
573.53056	Klebsiella pneumoniae clean6613	Susceptible	Computational Method
573.53057	Klebsiella pneumoniae EN5289	Resistant::Susceptible	Computational Method
573.53058	Klebsiella pneumoniae EN5180	Susceptible::Resistant	Computational Method
573.53059	Klebsiella pneumoniae S245	Susceptible::Resistant	Computational Method
573.53060	Klebsiella pneumoniae BR-MHR521	Susceptible::Resistant	Computational Method
573.53061	Klebsiella pneumoniae KP133	Susceptible::Resistant	Computational Method
573.53062	Klebsiella pneumoniae KP131	Susceptible::Resistant	Computational Method
573.53063	Klebsiella pneumoniae KP130	Susceptible::Resistant	Computational Method
573.53064	Klebsiella pneumoniae kp34978	Resistant::Susceptible	Computational Method
573.53065	Klebsiella pneumoniae SRR17794283_bin.30_metawrap_v1.3_MAG	Susceptible	Computational Method
573.53466	Klebsiella pneumoniae NR4047	Resistant::Susceptible	Computational Method
573.53467	Klebsiella pneumoniae NR5462	Resistant::Susceptible	Computational Method
573.53468	Klebsiella pneumoniae NR2074	Resistant::Susceptible	Computational Method
573.53469	Klebsiella pneumoniae NR2679	Susceptible::Resistant	Computational Method
573.53470	Klebsiella pneumoniae NR3537	Susceptible::Resistant	Computational Method
573.53471	Klebsiella pneumoniae NR5486	Resistant::Susceptible	Computational Method
573.53472	Klebsiella pneumoniae NR1932	Susceptible::Resistant	Computational Method
573.53473	Klebsiella pneumoniae NR1597	Susceptible::Resistant	Computational Method
573.53474	Klebsiella pneumoniae NR1633	Resistant::Susceptible	Computational Method
573.53475	Klebsiella pneumoniae KP0247	Resistant::Susceptible	Computational Method
573.53476	Klebsiella pneumoniae KP0265	Susceptible::Resistant	Computational Method
573.53477	Klebsiella pneumoniae KP1676	Resistant::Susceptible	Computational Method
573.53478	Klebsiella pneumoniae NR1686	Resistant::Susceptible	Computational Method
573.53479	Klebsiella pneumoniae NR1246	Susceptible::Resistant	Computational Method
573.53480	Klebsiella pneumoniae NR5451	Resistant::Susceptible	Computational Method
573.53481	Klebsiella pneumoniae NR5466	Resistant::Susceptible	Computational Method
573.53482	Klebsiella pneumoniae NR1202	Resistant::Susceptible	Computational Method
573.53483	Klebsiella pneumoniae NR0970	Susceptible::Resistant	Computational Method
573.53484	Klebsiella pneumoniae NR5436	Resistant::Susceptible	Computational Method
573.53485	Klebsiella pneumoniae NR0694	Susceptible::Resistant	Computational Method
573.53486	Klebsiella pneumoniae KP0713	Resistant::Susceptible	Computational Method
573.53487	Klebsiella pneumoniae KP0177	Resistant::Susceptible	Computational Method
573.53488	Klebsiella pneumoniae KP0063	Susceptible::Resistant	Computational Method
573.53489	Klebsiella pneumoniae KP0028	Susceptible::Resistant	Computational Method
573.53490	Klebsiella pneumoniae KP0222	Resistant::Susceptible	Computational Method
573.53491	Klebsiella pneumoniae NR2767	Susceptible::Resistant	Computational Method
573.53492	Klebsiella pneumoniae NR4045	Susceptible::Resistant	Computational Method
573.53493	Klebsiella pneumoniae KP1700	Susceptible::Resistant	Computational Method
573.53494	Klebsiella pneumoniae NR2296	Susceptible::Resistant	Computational Method
573.53495	Klebsiella pneumoniae S12_CRE12	Resistant::Susceptible	Computational Method
573.53496	Klebsiella pneumoniae S10_CRE10	Susceptible::Resistant	Computational Method
573.53497	Klebsiella pneumoniae S1_CRE1	Resistant::Susceptible	Computational Method
573.53498	Klebsiella pneumoniae S24_CRE24	Resistant::Susceptible	Computational Method
573.53499	Klebsiella pneumoniae S20_CRE20	Susceptible::Resistant	Computational Method
573.53500	Klebsiella pneumoniae S14_CRE14	Susceptible::Resistant	Computational Method
573.53501	Klebsiella pneumoniae S16_CRE16	Resistant::Susceptible	Computational Method
573.53502	Klebsiella pneumoniae S37_CRE38	Resistant::Susceptible	Computational Method
573.53503	Klebsiella pneumoniae S39_CRE40	Resistant::Susceptible	Computational Method
573.53504	Klebsiella pneumoniae L77KP_RYC	Resistant::Susceptible	Computational Method
573.53505	Klebsiella pneumoniae O52KP_RYC	Resistant::Susceptible	Computational Method
573.53506	Klebsiella pneumoniae AM109-108	Susceptible::Resistant	Computational Method
573.53507	Klebsiella pneumoniae AM109-08	Susceptible::Resistant	Computational Method
573.53508	Klebsiella pneumoniae AM109-11	Susceptible::Resistant	Computational Method
573.53509	Klebsiella pneumoniae AM100_PMBO_1D_21A	Susceptible::Resistant	Computational Method
573.53510	Klebsiella pneumoniae AM100_PMO_1D_9A	Susceptible::Resistant	Computational Method
573.53511	Klebsiella pneumoniae AM20-2LB	Susceptible	Computational Method
573.53512	Klebsiella pneumoniae AM113-65	Susceptible::Resistant	Computational Method
573.53513	Klebsiella pneumoniae AM113-37	Susceptible	Computational Method
573.53514	Klebsiella pneumoniae AM113-32	Susceptible::Resistant	Computational Method
573.53515	Klebsiella pneumoniae AM113-03	Susceptible::Resistant	Computational Method
573.53516	Klebsiella pneumoniae TM115-20	Susceptible::Resistant	Computational Method
573.53517	Klebsiella pneumoniae TM115-158	Susceptible::Resistant	Computational Method
573.53518	Klebsiella pneumoniae AF64-2pH9A	Susceptible::Resistant	Computational Method
573.53519	Klebsiella pneumoniae AF63-21pH9TA	Susceptible	Computational Method
573.53520	Klebsiella pneumoniae AF07-18B	Susceptible::Resistant	Computational Method
573.53521	Klebsiella pneumoniae TF05-5AC-1A	Susceptible::Resistant	Computational Method
573.53522	Klebsiella pneumoniae OM13-35A	Susceptible	Computational Method
573.53523	Klebsiella pneumoniae EW807	Resistant::Susceptible	Computational Method
573.53524	Klebsiella pneumoniae AM109-91	Susceptible	Computational Method
573.53525	Klebsiella pneumoniae AM109-84	Susceptible::Resistant	Computational Method
573.53526	Klebsiella pneumoniae EGKP1-ST1269	Susceptible::Resistant	Computational Method
573.53527	Klebsiella pneumoniae 13230	Resistant::Susceptible	Computational Method
573.53528	Klebsiella pneumoniae KCJ3K436	Susceptible::Resistant	Computational Method
573.53529	Klebsiella pneumoniae KCJ3K687	Susceptible::Resistant	Computational Method
573.53530	Klebsiella pneumoniae KCJ3K268	Susceptible::Resistant	Computational Method
573.53531	Klebsiella pneumoniae KCJ3K496	Susceptible::Resistant	Computational Method
573.53532	Klebsiella pneumoniae NSKP-1	Susceptible::Resistant	Computational Method
573.53533	Klebsiella pneumoniae NSKP-8	Susceptible::Resistant	Computational Method
573.53534	Klebsiella pneumoniae NSKP-7	Susceptible::Resistant	Computational Method
573.53535	Klebsiella pneumoniae NSKP-11	Resistant::Susceptible	Computational Method
573.53536	Klebsiella pneumoniae NSKP-10	Susceptible::Resistant	Computational Method
573.53537	Klebsiella pneumoniae NSKP-13	Susceptible::Resistant	Computational Method
573.53538	Klebsiella pneumoniae NSKP-16	Susceptible::Resistant	Computational Method
573.53539	Klebsiella pneumoniae NSKP-14	Susceptible::Resistant	Computational Method
573.53540	Klebsiella pneumoniae NSKP-18	Susceptible::Resistant	Computational Method
573.53541	Klebsiella pneumoniae NSKP-12	Susceptible::Resistant	Computational Method
573.53542	Klebsiella pneumoniae NSKP-21	Susceptible::Resistant	Computational Method
573.53543	Klebsiella pneumoniae NSKP-19	Resistant::Susceptible	Computational Method
573.53544	Klebsiella pneumoniae NSKP-17	Susceptible::Resistant	Computational Method
573.53545	Klebsiella pneumoniae NSKP-22	Resistant::Susceptible	Computational Method
573.53546	Klebsiella pneumoniae NSKP-20	Susceptible::Resistant	Computational Method
573.53547	Klebsiella pneumoniae 2020CK-00201	Resistant::Susceptible	Computational Method
573.53548	Klebsiella pneumoniae EW775	Resistant::Susceptible	Computational Method
573.53549	Klebsiella pneumoniae EW666	Resistant::Susceptible	Computational Method
573.53550	Klebsiella pneumoniae EW671	Susceptible::Resistant	Computational Method
573.53551	Klebsiella pneumoniae EW608	Resistant::Susceptible	Computational Method
573.53552	Klebsiella pneumoniae KpHUPM-100	Resistant::Susceptible	Computational Method
573.53553	Klebsiella pneumoniae KPN0421	Susceptible::Resistant	Computational Method
573.53554	Klebsiella pneumoniae KpHUPM-101	Resistant::Susceptible	Computational Method
573.53555	Klebsiella pneumoniae KpHUPM-102	Resistant::Susceptible	Computational Method
573.53556	Klebsiella pneumoniae KpHUPM-105	Susceptible::Resistant	Computational Method
573.53557	Klebsiella pneumoniae KpHUPM-106	Susceptible::Resistant	Computational Method
573.53558	Klebsiella pneumoniae KpHUPM-103	Resistant::Susceptible	Computational Method
573.53559	Klebsiella pneumoniae KpHUPM-104	Susceptible::Resistant	Computational Method
573.53560	Klebsiella pneumoniae IM007	Resistant::Susceptible	Computational Method
573.53561	Klebsiella pneumoniae IM057	Susceptible::Resistant	Computational Method
573.53562	Klebsiella pneumoniae IM029	Resistant::Susceptible	Computational Method
573.53563	Klebsiella pneumoniae va093921	Resistant::Susceptible	Computational Method
573.53564	Klebsiella pneumoniae 331	Susceptible::Resistant	Computational Method
573.53565	Klebsiella pneumoniae 330	Susceptible::Resistant	Computational Method
573.53566	Klebsiella pneumoniae BJ20221	Susceptible::Resistant	Computational Method
573.53567	Klebsiella pneumoniae H3_22	Susceptible::Resistant	Computational Method
573.53568	Klebsiella pneumoniae MNH_G2C5	Susceptible::Resistant	Computational Method
573.53569	Klebsiella pneumoniae KP_IEC48020	Susceptible::Resistant	Computational Method
573.53570	Klebsiella pneumoniae CRKP_45	Susceptible::Resistant	Computational Method
573.53571	Klebsiella pneumoniae CRKP_44	Susceptible::Resistant	Computational Method
573.53572	Klebsiella pneumoniae CRKP_42	Susceptible::Resistant	Computational Method
573.53573	Klebsiella pneumoniae CRKP_38	Susceptible::Resistant	Computational Method
573.53574	Klebsiella pneumoniae CRKP_40	Susceptible::Resistant	Computational Method
573.53575	Klebsiella pneumoniae CRKP_36	Susceptible::Resistant	Computational Method
573.53576	Klebsiella pneumoniae CRKP_39	Susceptible::Resistant	Computational Method
573.53577	Klebsiella pneumoniae CRKP_37	Susceptible::Resistant	Computational Method
573.53578	Klebsiella pneumoniae CRKP_43	Susceptible::Resistant	Computational Method
573.53579	Klebsiella pneumoniae CRKP_41	Susceptible::Resistant	Computational Method
573.53580	Klebsiella pneumoniae CRKP_35	Susceptible::Resistant	Computational Method
573.53581	Klebsiella pneumoniae CRKP_34	Susceptible::Resistant	Computational Method
573.53582	Klebsiella pneumoniae CRKP_32	Susceptible::Resistant	Computational Method
573.53583	Klebsiella pneumoniae CRKP_27	Susceptible::Resistant	Computational Method
573.53584	Klebsiella pneumoniae CRKP_26	Susceptible::Resistant	Computational Method
573.53585	Klebsiella pneumoniae CRKP_28	Susceptible::Resistant	Computational Method
573.53586	Klebsiella pneumoniae CRKP_30	Susceptible::Resistant	Computational Method
573.53587	Klebsiella pneumoniae CRKP_24	Susceptible::Resistant	Computational Method
573.53588	Klebsiella pneumoniae CRKP_25	Susceptible::Resistant	Computational Method
573.53589	Klebsiella pneumoniae CRKP_29	Susceptible::Resistant	Computational Method
573.53590	Klebsiella pneumoniae CRKP_31	Susceptible::Resistant	Computational Method
573.53591	Klebsiella pneumoniae CRKP_22	Susceptible::Resistant	Computational Method
573.53592	Klebsiella pneumoniae CRKP_21	Susceptible::Resistant	Computational Method
573.53593	Klebsiella pneumoniae CRKP_33	Susceptible::Resistant	Computational Method
573.53594	Klebsiella pneumoniae CRKP_19	Susceptible::Resistant	Computational Method
573.53595	Klebsiella pneumoniae CRKP_17	Susceptible::Resistant	Computational Method
573.53596	Klebsiella pneumoniae CRKP_18	Susceptible::Resistant	Computational Method
573.53597	Klebsiella pneumoniae CRKP_15	Susceptible::Resistant	Computational Method
573.53598	Klebsiella pneumoniae CRKP_14	Susceptible::Resistant	Computational Method
573.53599	Klebsiella pneumoniae CRKP_16	Susceptible::Resistant	Computational Method
573.53600	Klebsiella pneumoniae CRKP_12	Susceptible::Resistant	Computational Method
573.53601	Klebsiella pneumoniae CRKP_11	Susceptible::Resistant	Computational Method
573.53602	Klebsiella pneumoniae CRKP_10	Susceptible::Resistant	Computational Method
573.53603	Klebsiella pneumoniae CRKP_8	Susceptible::Resistant	Computational Method
573.53604	Klebsiella pneumoniae CRKP_7	Susceptible::Resistant	Computational Method
573.53605	Klebsiella pneumoniae CRKP_6	Susceptible::Resistant	Computational Method
573.53606	Klebsiella pneumoniae CRKP_9	Susceptible::Resistant	Computational Method
573.53607	Klebsiella pneumoniae CRKP_5	Susceptible::Resistant	Computational Method
573.53608	Klebsiella pneumoniae CRKP_4	Susceptible::Resistant	Computational Method
573.53609	Klebsiella pneumoniae CRKP_2	Susceptible::Resistant	Computational Method
573.53610	Klebsiella pneumoniae CRKP_3	Susceptible::Resistant	Computational Method
573.53611	Klebsiella pneumoniae CRKP_1	Susceptible::Resistant	Computational Method
573.53612	Klebsiella pneumoniae 1001295st1_F10_1001295H_181012	Susceptible::Resistant	Computational Method
573.53613	Klebsiella pneumoniae 1001216st1_H2_1001216B_150713	Susceptible::Resistant	Computational Method
573.53614	Klebsiella pneumoniae 1001283st1_C4_1001283B150209_150212	Susceptible	Computational Method
573.53615	Klebsiella pneumoniae 1001283st2_C4_1001283B150304_161114	Susceptible	Computational Method
573.53616	Klebsiella pneumoniae 1001283st1_F4_1001283B150209_150212	Susceptible	Computational Method
573.53617	Klebsiella pneumoniae 1001295st1_G7_1001295H_181012	Susceptible::Resistant	Computational Method
573.53618	Klebsiella pneumoniae KP2722	Susceptible::Resistant	Computational Method
573.53620	Klebsiella pneumoniae BJ20222	Resistant::Susceptible	Computational Method
573.53621	Klebsiella pneumoniae BJ20224	Susceptible::Resistant	Computational Method
573.53622	Klebsiella pneumoniae BJ20223	Susceptible::Resistant	Computational Method
573.53623	Klebsiella pneumoniae PEKP3038	Resistant::Susceptible	Computational Method
573.53624	Klebsiella pneumoniae PEKP4079	Susceptible::Resistant	Computational Method
573.53625	Klebsiella pneumoniae PEKP4245	Susceptible::Resistant	Computational Method
573.53626	Klebsiella pneumoniae PEKP3116	Susceptible::Resistant	Computational Method
573.53627	Klebsiella pneumoniae T9279	Susceptible::Resistant	Computational Method
573.53628	Klebsiella pneumoniae PEKP4069	Susceptible::Resistant	Computational Method
573.53629	Klebsiella pneumoniae PEKP4026	Susceptible::Resistant	Computational Method
573.53630	Klebsiella pneumoniae PEKP3119	Susceptible::Resistant	Computational Method
573.53631	Klebsiella pneumoniae PEKP4104	Susceptible::Resistant	Computational Method
573.53632	Klebsiella pneumoniae PEKP4087	Susceptible::Resistant	Computational Method
573.53633	Klebsiella pneumoniae D6	Susceptible::Resistant	Computational Method
573.53634	Klebsiella pneumoniae PEKP4009	Susceptible::Resistant	Computational Method
573.53635	Klebsiella pneumoniae PEKP3087	Susceptible::Resistant	Computational Method
573.53636	Klebsiella pneumoniae PEKP5001	Susceptible::Resistant	Computational Method
573.53637	Klebsiella pneumoniae PEKP5006	Susceptible::Resistant	Computational Method
573.53638	Klebsiella pneumoniae 81	Susceptible::Resistant	Computational Method
573.53639	Klebsiella pneumoniae PEKP4007	Susceptible::Resistant	Computational Method
573.53640	Klebsiella pneumoniae S40_CRE5b	Resistant::Susceptible	Computational Method
573.53641	Klebsiella pneumoniae va031932	Susceptible::Resistant	Computational Method
573.53642	Klebsiella pneumoniae S5_CRE5a	Resistant::Susceptible	Computational Method
573.53643	Klebsiella pneumoniae KP22	Susceptible::Resistant	Computational Method
573.53646	Klebsiella pneumoniae SRR7658639_bin.47_CONCOCT_v1.1_MAG	Susceptible	Computational Method
573.53648	Klebsiella pneumoniae PBIO2028	Susceptible::Resistant	Computational Method
573.53649	Klebsiella pneumoniae 4-8.fasta	Susceptible	Computational Method
573.53713	Klebsiella pneumoniae CRKP-32	Resistant::Susceptible	Computational Method
573.53720	Klebsiella pneumoniae CRKP-25	Resistant::Susceptible	Computational Method
573.53722	Klebsiella pneumoniae CRKP-23	Susceptible::Resistant	Computational Method
573.53727	Klebsiella pneumoniae CRKP-17	Susceptible::Resistant	Computational Method
573.53730	Klebsiella pneumoniae CRKP-12	Resistant::Susceptible	Computational Method
573.53734	Klebsiella pneumoniae CRKP-13	Susceptible::Resistant	Computational Method
573.53737	Klebsiella pneumoniae CRKP-07	Resistant::Susceptible	Computational Method
573.53744	Klebsiella pneumoniae CRKP-01	Susceptible::Resistant	Computational Method
573.53747	Klebsiella pneumoniae B3119	Resistant::Susceptible	Computational Method
573.53748	Klebsiella pneumoniae B3173	Resistant::Susceptible	Computational Method
573.53750	Klebsiella pneumoniae B3118	Susceptible::Resistant	Computational Method
573.53751	Klebsiella pneumoniae S1-INA-02-C	Susceptible::Resistant	Computational Method
573.53752	Klebsiella pneumoniae B3185	Resistant::Susceptible	Computational Method
573.53759	Klebsiella pneumoniae DS-1	Susceptible	Computational Method
573.53760	Klebsiella pneumoniae 2022CK-00768	Susceptible::Resistant	Computational Method
573.53761	Klebsiella pneumoniae 2022CK-00752	Susceptible::Resistant	Computational Method
573.53762	Klebsiella pneumoniae 326J8	Susceptible::Resistant	Computational Method
573.53763	Klebsiella pneumoniae 321B6	Susceptible::Resistant	Computational Method
573.53764	Klebsiella pneumoniae 322A6	Susceptible::Resistant	Computational Method
573.53765	Klebsiella pneumoniae 320F2	Susceptible::Resistant	Computational Method
573.53766	Klebsiella pneumoniae 320D10	Susceptible::Resistant	Computational Method
573.53767	Klebsiella pneumoniae 320G1	Susceptible::Resistant	Computational Method
573.53768	Klebsiella pneumoniae 320B1	Susceptible::Resistant	Computational Method
573.53769	Klebsiella pneumoniae 319G10	Susceptible::Resistant	Computational Method
573.53770	Klebsiella pneumoniae 317A3	Susceptible::Resistant	Computational Method
573.53771	Klebsiella pneumoniae 316J4	Susceptible::Resistant	Computational Method
573.53772	Klebsiella pneumoniae 316A9	Susceptible::Resistant	Computational Method
573.53773	Klebsiella pneumoniae 315G2	Susceptible::Resistant	Computational Method
573.53774	Klebsiella pneumoniae 315G1	Susceptible::Resistant	Computational Method
573.53775	Klebsiella pneumoniae 316A1	Susceptible::Resistant	Computational Method
573.53776	Klebsiella pneumoniae 315A8	Susceptible::Resistant	Computational Method
573.53777	Klebsiella pneumoniae 314H8	Susceptible::Resistant	Computational Method
573.53778	Klebsiella pneumoniae 314H9	Susceptible::Resistant	Computational Method
573.53779	Klebsiella pneumoniae 314H7	Susceptible::Resistant	Computational Method
573.53780	Klebsiella pneumoniae 314H4	Susceptible::Resistant	Computational Method
573.53781	Klebsiella pneumoniae 314H6	Susceptible::Resistant	Computational Method
573.53782	Klebsiella pneumoniae 314C7	Susceptible::Resistant	Computational Method
573.53783	Klebsiella pneumoniae 314H5	Susceptible::Resistant	Computational Method
573.53784	Klebsiella pneumoniae 314H2	Susceptible::Resistant	Computational Method
573.53785	Klebsiella pneumoniae 314A4	Susceptible::Resistant	Computational Method
573.53786	Klebsiella pneumoniae 314A3	Susceptible::Resistant	Computational Method
573.53787	Klebsiella pneumoniae 314A2	Susceptible::Resistant	Computational Method
573.53788	Klebsiella pneumoniae 313D10	Susceptible::Resistant	Computational Method
573.53789	Klebsiella pneumoniae 313H5	Susceptible::Resistant	Computational Method
573.53790	Klebsiella pneumoniae 311I9	Susceptible::Resistant	Computational Method
573.53791	Klebsiella pneumoniae 311I4	Susceptible::Resistant	Computational Method
573.53792	Klebsiella pneumoniae 307A8	Susceptible::Resistant	Computational Method
573.53793	Klebsiella pneumoniae 310H4	Susceptible::Resistant	Computational Method
573.53794	Klebsiella pneumoniae 302F8	Susceptible::Resistant	Computational Method
573.53795	Klebsiella pneumoniae 296B5	Susceptible::Resistant	Computational Method
573.53796	Klebsiella pneumoniae 299A10	Susceptible::Resistant	Computational Method
573.53797	Klebsiella pneumoniae 298G9	Susceptible::Resistant	Computational Method
573.53798	Klebsiella pneumoniae 279A3	Susceptible::Resistant	Computational Method
573.53799	Klebsiella pneumoniae H13_2290	Susceptible::Resistant	Computational Method
573.53800	Klebsiella pneumoniae KP-418184	Susceptible::Resistant	Computational Method
573.53801	Klebsiella pneumoniae KP-416342	Susceptible::Resistant	Computational Method
573.53802	Klebsiella pneumoniae KP-417233	Susceptible::Resistant	Computational Method
573.53803	Klebsiella pneumoniae KP-418182	Susceptible::Resistant	Computational Method
573.53804	Klebsiella pneumoniae KP-415890	Susceptible::Resistant	Computational Method
573.53805	Klebsiella pneumoniae KP-312177	Susceptible::Resistant	Computational Method
573.53806	Klebsiella pneumoniae KP-416155	Susceptible::Resistant	Computational Method
573.53807	Klebsiella pneumoniae KP-414842	Susceptible::Resistant	Computational Method
573.53808	Klebsiella pneumoniae KP-232199	Susceptible::Resistant	Computational Method
573.53809	Klebsiella pneumoniae KP-311486	Resistant::Susceptible	Computational Method
573.53810	Klebsiella pneumoniae KP-311081	Susceptible::Resistant	Computational Method
573.53811	Klebsiella pneumoniae c109	Susceptible::Resistant	Computational Method
573.53812	Klebsiella pneumoniae k164	Susceptible::Resistant	Computational Method
573.53813	Klebsiella pneumoniae c105	Susceptible::Resistant	Computational Method
573.53814	Klebsiella pneumoniae c165	Susceptible::Resistant	Computational Method
573.53815	Klebsiella pneumoniae e150	Susceptible	Computational Method
573.53816	Klebsiella pneumoniae e214	Susceptible::Resistant	Computational Method
573.53817	Klebsiella pneumoniae e226	Susceptible::Resistant	Computational Method
573.53818	Klebsiella pneumoniae e220	Susceptible::Resistant	Computational Method
573.53819	Klebsiella pneumoniae e225	Susceptible::Resistant	Computational Method
573.53820	Klebsiella pneumoniae e228	Susceptible::Resistant	Computational Method
573.53821	Klebsiella pneumoniae e230	Susceptible::Resistant	Computational Method
573.53822	Klebsiella pneumoniae e231	Susceptible::Resistant	Computational Method
573.53823	Klebsiella pneumoniae e227	Susceptible::Resistant	Computational Method
573.53824	Klebsiella pneumoniae e233	Susceptible::Resistant	Computational Method
573.53825	Klebsiella pneumoniae e232	Susceptible::Resistant	Computational Method
573.53826	Klebsiella pneumoniae b201	Susceptible::Resistant	Computational Method
573.53827	Klebsiella pneumoniae K39	Susceptible::Resistant	Computational Method
573.53829	Klebsiella pneumoniae UTH00130	Susceptible	Computational Method
573.53830	Klebsiella pneumoniae 15-652	Susceptible::Resistant	Computational Method
573.53831	Klebsiella pneumoniae CHS118	Susceptible::Resistant	Computational Method
573.53832	Klebsiella pneumoniae CHS119	Susceptible::Resistant	Computational Method
573.53833	Klebsiella pneumoniae CHS120	Susceptible::Resistant	Computational Method
573.53834	Klebsiella pneumoniae CHS121	Susceptible::Resistant	Computational Method
573.53835	Klebsiella pneumoniae CHS122	Susceptible::Resistant	Computational Method
573.53836	Klebsiella pneumoniae CHS125	Susceptible::Resistant	Computational Method
573.53837	Klebsiella pneumoniae CHS123	Susceptible::Resistant	Computational Method
573.53838	Klebsiella pneumoniae CHS126	Resistant::Susceptible	Computational Method
573.53839	Klebsiella pneumoniae CHS124	Resistant::Susceptible	Computational Method
573.53840	Klebsiella pneumoniae XY05-03	Susceptible::Resistant	Computational Method
573.54066	Klebsiella pneumoniae J13	Susceptible::Resistant	Computational Method
573.54067	Klebsiella pneumoniae J16	Susceptible::Resistant	Computational Method
573.54068	Klebsiella pneumoniae J1	Susceptible::Resistant	Computational Method
573.54069	Klebsiella pneumoniae J17	Susceptible::Resistant	Computational Method
573.54070	Klebsiella pneumoniae J3	Susceptible::Resistant	Computational Method
573.54071	Klebsiella pneumoniae J14	Susceptible::Resistant	Computational Method
573.54072	Klebsiella pneumoniae J12	Susceptible::Resistant	Computational Method
573.54073	Klebsiella pneumoniae J11	Resistant::Susceptible	Computational Method
573.54074	Klebsiella pneumoniae J10	Susceptible::Resistant	Computational Method
573.54075	Klebsiella pneumoniae KP-P1	Susceptible::Resistant	Computational Method
573.54076	Klebsiella pneumoniae KP-P5	Susceptible	Computational Method
573.54077	Klebsiella pneumoniae 2020CK-00223	Susceptible::Resistant	Computational Method
573.54078	Klebsiella pneumoniae X4725	Susceptible::Resistant	Computational Method
