genome.genome_id	genome_drug.genome_id	genome_drug.antibiotic	genome_drug.resistant_phenotype
1203546.5	1203546.5	trimethoprim/sulfamethoxazole	
1203547.3	1203547.3	amoxicillin/clavulanic acid	
1203547.3	1203547.3	amikacin	
1203547.3	1203547.3	ampicillin	
1203547.3	1203547.3	aztreonam	
1203547.3	1203547.3	ceftazidime	
1203547.3	1203547.3	cefazolin	
1203547.3	1203547.3	chloramphenicol	
1203547.3	1203547.3	ciprofloxacin	
1203547.3	1203547.3	ceftriaxone	
1203547.3	1203547.3	colistin	
1203547.3	1203547.3	cefotaxime	
1203547.3	1203547.3	cefotaxime/clavulanic acid	
1203547.3	1203547.3	cefuroxime	
1203547.3	1203547.3	doripenem	
1203547.3	1203547.3	ertapenem	
1203547.3	1203547.3	cefepime	
1203547.3	1203547.3	fosfomycin	
1203547.3	1203547.3	cefoxitin	
1203547.3	1203547.3	gentamicin	
1203547.3	1203547.3	imipenem	
1203547.3	1203547.3	levofloxacin	
1203547.3	1203547.3	meropenem	
1203547.3	1203547.3	minocycline	
1203547.3	1203547.3	nitrofurantoin	
1203547.3	1203547.3	ampicillin/sulbactam	
1203547.3	1203547.3	tetracycline	
1203547.3	1203547.3	tigecycline	
1203547.3	1203547.3	tobramycin	
1203547.3	1203547.3	piperacillin/tazobactam	
1203547.3	1203547.3	polymyxin B	
1203547.3	1203547.3	trimethoprim/sulfamethoxazole	
1212766.3	1212766.3	amoxicillin/clavulanic acid	
1212766.3	1212766.3	amikacin	
1212766.3	1212766.3	ampicillin	
1212766.3	1212766.3	aztreonam	
1212766.3	1212766.3	ceftazidime	
1212766.3	1212766.3	cefazolin	
1212766.3	1212766.3	chloramphenicol	
1212766.3	1212766.3	ciprofloxacin	
1212766.3	1212766.3	ceftriaxone	
1212766.3	1212766.3	colistin	
1212766.3	1212766.3	cefotaxime	
1212766.3	1212766.3	cefotaxime/clavulanic acid	
1212766.3	1212766.3	cefuroxime	
1212766.3	1212766.3	doripenem	
1212766.3	1212766.3	ertapenem	
1212766.3	1212766.3	cefepime	
1212766.3	1212766.3	fosfomycin	
1212766.3	1212766.3	cefoxitin	
1212766.3	1212766.3	gentamicin	
1212766.3	1212766.3	imipenem	
1212766.3	1212766.3	levofloxacin	
1212766.3	1212766.3	meropenem	
1212766.3	1212766.3	minocycline	
1212766.3	1212766.3	nitrofurantoin	
1212766.3	1212766.3	ampicillin/sulbactam	
1212766.3	1212766.3	tetracycline	
1212766.3	1212766.3	tigecycline	
1212766.3	1212766.3	tobramycin	
1212766.3	1212766.3	piperacillin/tazobactam	
1212766.3	1212766.3	polymyxin B	
1212766.3	1212766.3	trimethoprim/sulfamethoxazole	
1218098.3	1218098.3	amoxicillin/clavulanic acid	
1218098.3	1218098.3	amikacin	
1218098.3	1218098.3	ampicillin	
1218098.3	1218098.3	aztreonam	
1218098.3	1218098.3	ceftazidime	
1218098.3	1218098.3	cefazolin	
1218098.3	1218098.3	chloramphenicol	
1218098.3	1218098.3	ciprofloxacin	
1218098.3	1218098.3	ceftriaxone	
1218098.3	1218098.3	colistin	
1218098.3	1218098.3	cefotaxime	
1218098.3	1218098.3	cefotaxime/clavulanic acid	
1218098.3	1218098.3	cefuroxime	
1218098.3	1218098.3	doripenem	
1218098.3	1218098.3	ertapenem	
1218098.3	1218098.3	cefepime	
1218098.3	1218098.3	fosfomycin	
1218098.3	1218098.3	cefoxitin	
1218098.3	1218098.3	gentamicin	
1218098.3	1218098.3	imipenem	
1218098.3	1218098.3	levofloxacin	
1218098.3	1218098.3	meropenem	
1218098.3	1218098.3	minocycline	
1218098.3	1218098.3	nitrofurantoin	
1218098.3	1218098.3	ampicillin/sulbactam	
1218098.3	1218098.3	tetracycline	
1218098.3	1218098.3	tigecycline	
1218098.3	1218098.3	tobramycin	
1218098.3	1218098.3	piperacillin/tazobactam	
1218098.3	1218098.3	polymyxin B	
1218098.3	1218098.3	trimethoprim/sulfamethoxazole	
1218099.3	1218099.3	amoxicillin/clavulanic acid	
1218099.3	1218099.3	amikacin	
1218099.3	1218099.3	ampicillin	
1218099.3	1218099.3	aztreonam	
1218099.3	1218099.3	ceftazidime	
1218099.3	1218099.3	cefazolin	
1218099.3	1218099.3	chloramphenicol	
1218099.3	1218099.3	ciprofloxacin	
1218099.3	1218099.3	ceftriaxone	
1218099.3	1218099.3	colistin	
1218099.3	1218099.3	cefotaxime	
1218099.3	1218099.3	cefotaxime/clavulanic acid	
1218099.3	1218099.3	cefuroxime	
1218099.3	1218099.3	doripenem	
1218099.3	1218099.3	ertapenem	
1218099.3	1218099.3	cefepime	
1218099.3	1218099.3	fosfomycin	
1218099.3	1218099.3	cefoxitin	
1218099.3	1218099.3	gentamicin	
1218099.3	1218099.3	imipenem	
1218099.3	1218099.3	levofloxacin	
1218099.3	1218099.3	meropenem	
1218099.3	1218099.3	minocycline	
1218099.3	1218099.3	nitrofurantoin	
1218099.3	1218099.3	ampicillin/sulbactam	
1218099.3	1218099.3	tetracycline	
1218099.3	1218099.3	tigecycline	
1218099.3	1218099.3	tobramycin	
1218099.3	1218099.3	piperacillin/tazobactam	
1218099.3	1218099.3	polymyxin B	
1218099.3	1218099.3	trimethoprim/sulfamethoxazole	
1168062.3	1168062.3	amoxicillin/clavulanic acid	
1168062.3	1168062.3	amikacin	
1168062.3	1168062.3	ampicillin	
1168062.3	1168062.3	aztreonam	
1168062.3	1168062.3	ceftazidime	
1168062.3	1168062.3	cefazolin	
1168062.3	1168062.3	chloramphenicol	
1168062.3	1168062.3	ciprofloxacin	
1168062.3	1168062.3	ceftriaxone	
1168062.3	1168062.3	colistin	
1168062.3	1168062.3	cefotaxime	
1168062.3	1168062.3	cefotaxime/clavulanic acid	
1168062.3	1168062.3	cefuroxime	
1168062.3	1168062.3	doripenem	
1168062.3	1168062.3	ertapenem	
1168062.3	1168062.3	cefepime	
1168062.3	1168062.3	fosfomycin	
1168062.3	1168062.3	cefoxitin	
1168062.3	1168062.3	gentamicin	
1168062.3	1168062.3	imipenem	
1168062.3	1168062.3	levofloxacin	
1168062.3	1168062.3	meropenem	
1168062.3	1168062.3	minocycline	
1168062.3	1168062.3	nitrofurantoin	
1168062.3	1168062.3	ampicillin/sulbactam	
1168062.3	1168062.3	tetracycline	
1168062.3	1168062.3	tigecycline	
1168062.3	1168062.3	tobramycin	
1168062.3	1168062.3	piperacillin/tazobactam	
1168062.3	1168062.3	polymyxin B	
1168062.3	1168062.3	trimethoprim/sulfamethoxazole	
1168063.3	1168063.3	amoxicillin/clavulanic acid	
1168063.3	1168063.3	amikacin	
1168063.3	1168063.3	ampicillin	
1168063.3	1168063.3	aztreonam	
1168063.3	1168063.3	ceftazidime	
1168063.3	1168063.3	cefazolin	
1168063.3	1168063.3	chloramphenicol	
1168063.3	1168063.3	ciprofloxacin	
1168063.3	1168063.3	ceftriaxone	
1168063.3	1168063.3	colistin	
1168063.3	1168063.3	cefotaxime	
1168063.3	1168063.3	cefotaxime/clavulanic acid	
1168063.3	1168063.3	cefuroxime	
1168063.3	1168063.3	doripenem	
1168063.3	1168063.3	ertapenem	
1168063.3	1168063.3	cefepime	
1168063.3	1168063.3	fosfomycin	
1168063.3	1168063.3	cefoxitin	
1168063.3	1168063.3	gentamicin	
1168063.3	1168063.3	imipenem	
1168063.3	1168063.3	levofloxacin	
1168063.3	1168063.3	meropenem	
1168063.3	1168063.3	minocycline	
1168063.3	1168063.3	nitrofurantoin	
1168063.3	1168063.3	ampicillin/sulbactam	
1168063.3	1168063.3	tetracycline	
1168063.3	1168063.3	tigecycline	
1168063.3	1168063.3	tobramycin	
1168063.3	1168063.3	piperacillin/tazobactam	
1168063.3	1168063.3	polymyxin B	
1168063.3	1168063.3	trimethoprim/sulfamethoxazole	
1168064.3	1168064.3	amoxicillin/clavulanic acid	
1168064.3	1168064.3	amikacin	
1168064.3	1168064.3	ampicillin	
1168064.3	1168064.3	aztreonam	
1168064.3	1168064.3	ceftazidime	
1168064.3	1168064.3	cefazolin	
1168064.3	1168064.3	chloramphenicol	
1168064.3	1168064.3	ciprofloxacin	
1168064.3	1168064.3	ceftriaxone	
1168064.3	1168064.3	colistin	
1168064.3	1168064.3	cefotaxime	
1168064.3	1168064.3	cefotaxime/clavulanic acid	
1168064.3	1168064.3	cefuroxime	
1168064.3	1168064.3	doripenem	
1168064.3	1168064.3	ertapenem	
1168064.3	1168064.3	cefepime	
1168064.3	1168064.3	fosfomycin	
1168064.3	1168064.3	cefoxitin	
1168064.3	1168064.3	gentamicin	
1168064.3	1168064.3	imipenem	
1168064.3	1168064.3	levofloxacin	
1168064.3	1168064.3	meropenem	
1168064.3	1168064.3	minocycline	
1168064.3	1168064.3	nitrofurantoin	
1168064.3	1168064.3	ampicillin/sulbactam	
1168064.3	1168064.3	tetracycline	
1168064.3	1168064.3	tigecycline	
1168064.3	1168064.3	tobramycin	
1168064.3	1168064.3	piperacillin/tazobactam	
1168064.3	1168064.3	imipenem	
1168064.3	1168064.3	rifampin	
1168064.3	1168064.3	tigecycline	
1168064.3	1168064.3	trimethoprim/sulfamethoxazole	
1168064.3	1168064.3	ciprofloxacin	
1168064.3	1168064.3	ceftazidime	
1168064.3	1168064.3	tobramycin	
1168064.3	1168064.3	cefazolin	
1168064.3	1168064.3	levofloxacin	
1168064.3	1168064.3	ertapenem	
1168064.3	1168064.3	cefoxitin	
1168064.3	1168064.3	gentamicin	
1168064.3	1168064.3	amoxicillin/clavulanic acid	
1168064.3	1168064.3	cefepime	
1168064.3	1168064.3	tetracycline	
1168064.3	1168064.3	ampicillin	
1168064.3	1168064.3	amikacin	
1168064.3	1168064.3	aztreonam	
1168064.3	1168064.3	cefotaxime	
1168064.3	1168064.3	piperacillin/tazobactam	
1168064.3	1168064.3	meropenem	
1168064.3	1168064.3	ceftriaxone	
1168064.3	1168064.3	colistin	
1168064.3	1168064.3	polymyxin B	
1168064.3	1168064.3	trimethoprim/sulfamethoxazole	
1162296.3	1162296.3	amoxicillin/clavulanic acid	
1162296.3	1162296.3	amikacin	
1162296.3	1162296.3	ampicillin	
1162296.3	1162296.3	aztreonam	
1162296.3	1162296.3	ceftazidime	
1162296.3	1162296.3	cefazolin	
1162296.3	1162296.3	chloramphenicol	
1162296.3	1162296.3	ciprofloxacin	
1162296.3	1162296.3	ceftriaxone	
1162296.3	1162296.3	colistin	
1162296.3	1162296.3	cefotaxime	
1162296.3	1162296.3	cefotaxime/clavulanic acid	
1162296.3	1162296.3	cefuroxime	
1162296.3	1162296.3	doripenem	
1162296.3	1162296.3	ertapenem	
1162296.3	1162296.3	cefepime	
1162296.3	1162296.3	fosfomycin	
1162296.3	1162296.3	cefoxitin	
1162296.3	1162296.3	gentamicin	
1162296.3	1162296.3	imipenem	
1162296.3	1162296.3	levofloxacin	
1162296.3	1162296.3	meropenem	
1162296.3	1162296.3	minocycline	
1162296.3	1162296.3	nitrofurantoin	
1162296.3	1162296.3	ampicillin/sulbactam	
1162296.3	1162296.3	tetracycline	
1162296.3	1162296.3	tigecycline	
1162296.3	1162296.3	tobramycin	
1162296.3	1162296.3	piperacillin/tazobactam	
1162296.3	1162296.3	polymyxin B	
1162296.3	1162296.3	trimethoprim/sulfamethoxazole	
1162297.3	1162297.3	amoxicillin/clavulanic acid	
1162297.3	1162297.3	amikacin	
1162297.3	1162297.3	ampicillin	
1162297.3	1162297.3	aztreonam	
1162297.3	1162297.3	ceftazidime	
1162297.3	1162297.3	cefazolin	
1162297.3	1162297.3	chloramphenicol	
1162297.3	1162297.3	ciprofloxacin	
1162297.3	1162297.3	ceftriaxone	
1162297.3	1162297.3	colistin	
1162297.3	1162297.3	cefotaxime	
1162297.3	1162297.3	cefotaxime/clavulanic acid	
1162297.3	1162297.3	cefuroxime	
1162297.3	1162297.3	doripenem	
1162297.3	1162297.3	ertapenem	
1162297.3	1162297.3	cefepime	
1162297.3	1162297.3	fosfomycin	
1162297.3	1162297.3	cefoxitin	
1162297.3	1162297.3	gentamicin	
1162297.3	1162297.3	imipenem	
1162297.3	1162297.3	levofloxacin	
1162297.3	1162297.3	meropenem	
1162297.3	1162297.3	minocycline	
1162297.3	1162297.3	nitrofurantoin	
1162297.3	1162297.3	ampicillin/sulbactam	
1162297.3	1162297.3	tetracycline	
1162297.3	1162297.3	tigecycline	
1162297.3	1162297.3	tobramycin	
1162297.3	1162297.3	piperacillin/tazobactam	
1162297.3	1162297.3	polymyxin B	
1162297.3	1162297.3	trimethoprim/sulfamethoxazole	
1177153.3	1177153.3	amoxicillin/clavulanic acid	
1177153.3	1177153.3	amikacin	
1177153.3	1177153.3	ampicillin	
1177153.3	1177153.3	aztreonam	
1177153.3	1177153.3	ceftazidime	
1177153.3	1177153.3	cefazolin	
1177153.3	1177153.3	chloramphenicol	
1177153.3	1177153.3	ciprofloxacin	
1177153.3	1177153.3	ceftriaxone	
1177153.3	1177153.3	colistin	
1177153.3	1177153.3	cefotaxime	
1177153.3	1177153.3	cefotaxime/clavulanic acid	
1177153.3	1177153.3	cefuroxime	
1177153.3	1177153.3	doripenem	
1177153.3	1177153.3	ertapenem	
1177153.3	1177153.3	cefepime	
1177153.3	1177153.3	fosfomycin	
1177153.3	1177153.3	cefoxitin	
1177153.3	1177153.3	gentamicin	
1177153.3	1177153.3	imipenem	
1177153.3	1177153.3	levofloxacin	
1177153.3	1177153.3	meropenem	
1177153.3	1177153.3	minocycline	
1177153.3	1177153.3	nitrofurantoin	
1177153.3	1177153.3	ampicillin/sulbactam	
1177153.3	1177153.3	tetracycline	
1177153.3	1177153.3	tigecycline	
1177153.3	1177153.3	tobramycin	
1177153.3	1177153.3	piperacillin/tazobactam	
1177153.3	1177153.3	polymyxin B	
1177153.3	1177153.3	trimethoprim/sulfamethoxazole	
1185418.3	1185418.3	amoxicillin/clavulanic acid	
1185418.3	1185418.3	amikacin	
1185418.3	1185418.3	ampicillin	
1185418.3	1185418.3	aztreonam	
1185418.3	1185418.3	ceftazidime	
1185418.3	1185418.3	cefazolin	
1185418.3	1185418.3	chloramphenicol	
1185418.3	1185418.3	ciprofloxacin	
1185418.3	1185418.3	ceftriaxone	
1185418.3	1185418.3	colistin	
1185418.3	1185418.3	cefotaxime	
1185418.3	1185418.3	cefotaxime/clavulanic acid	
1185418.3	1185418.3	cefuroxime	
1185418.3	1185418.3	doripenem	
1185418.3	1185418.3	ertapenem	
1185418.3	1185418.3	cefepime	
1185418.3	1185418.3	fosfomycin	
1185418.3	1185418.3	cefoxitin	
1185418.3	1185418.3	gentamicin	
1185418.3	1185418.3	imipenem	
1185418.3	1185418.3	levofloxacin	
1185418.3	1185418.3	meropenem	
1185418.3	1185418.3	minocycline	
1185418.3	1185418.3	nitrofurantoin	
1185418.3	1185418.3	ampicillin/sulbactam	
1185418.3	1185418.3	tetracycline	
1185418.3	1185418.3	tigecycline	
1185418.3	1185418.3	tobramycin	
1185418.3	1185418.3	piperacillin/tazobactam	
1185418.3	1185418.3	polymyxin B	
1185418.3	1185418.3	trimethoprim/sulfamethoxazole	
1185419.3	1185419.3	amoxicillin/clavulanic acid	
1185419.3	1185419.3	amikacin	
1185419.3	1185419.3	ampicillin	
1185419.3	1185419.3	aztreonam	
1185419.3	1185419.3	ceftazidime	
1185419.3	1185419.3	cefazolin	
1185419.3	1185419.3	chloramphenicol	
1185419.3	1185419.3	ciprofloxacin	
1185419.3	1185419.3	ceftriaxone	
1185419.3	1185419.3	colistin	
1185419.3	1185419.3	cefotaxime	
1185419.3	1185419.3	cefotaxime/clavulanic acid	
1185419.3	1185419.3	cefuroxime	
1185419.3	1185419.3	doripenem	
1185419.3	1185419.3	ertapenem	
1185419.3	1185419.3	cefepime	
1185419.3	1185419.3	fosfomycin	
1185419.3	1185419.3	cefoxitin	
1185419.3	1185419.3	gentamicin	
1185419.3	1185419.3	imipenem	
1185419.3	1185419.3	levofloxacin	
1185419.3	1185419.3	meropenem	
1185419.3	1185419.3	minocycline	
1185419.3	1185419.3	nitrofurantoin	
1185419.3	1185419.3	ampicillin/sulbactam	
1185419.3	1185419.3	tetracycline	
1185419.3	1185419.3	tigecycline	
1185419.3	1185419.3	tobramycin	
1185419.3	1185419.3	piperacillin/tazobactam	
1185419.3	1185419.3	polymyxin B	
1185419.3	1185419.3	trimethoprim/sulfamethoxazole	
1185420.3	1185420.3	amoxicillin/clavulanic acid	
1185420.3	1185420.3	amikacin	
1185420.3	1185420.3	ampicillin	
1185420.3	1185420.3	aztreonam	
1185420.3	1185420.3	ceftazidime	
1185420.3	1185420.3	cefazolin	
1185420.3	1185420.3	chloramphenicol	
1185420.3	1185420.3	ciprofloxacin	
1185420.3	1185420.3	ceftriaxone	
1185420.3	1185420.3	colistin	
1185420.3	1185420.3	cefotaxime	
1185420.3	1185420.3	cefotaxime/clavulanic acid	
1185420.3	1185420.3	cefuroxime	
1185420.3	1185420.3	doripenem	
1185420.3	1185420.3	ertapenem	
1185420.3	1185420.3	cefepime	
1185420.3	1185420.3	fosfomycin	
1185420.3	1185420.3	cefoxitin	
1185420.3	1185420.3	gentamicin	
1185420.3	1185420.3	imipenem	
1185420.3	1185420.3	levofloxacin	
1185420.3	1185420.3	meropenem	
1185420.3	1185420.3	minocycline	
1185420.3	1185420.3	nitrofurantoin	
1185420.3	1185420.3	ampicillin/sulbactam	
1185420.3	1185420.3	tetracycline	
1185420.3	1185420.3	tigecycline	
1185420.3	1185420.3	tobramycin	
1185420.3	1185420.3	piperacillin/tazobactam	
1185420.3	1185420.3	polymyxin B	
1185420.3	1185420.3	trimethoprim/sulfamethoxazole	
1228988.4	1228988.4	amoxicillin/clavulanic acid	
1228988.4	1228988.4	amikacin	
1228988.4	1228988.4	ampicillin	
1228988.4	1228988.4	aztreonam	
1228988.4	1228988.4	ceftazidime	
1228988.4	1228988.4	cefazolin	
1228988.4	1228988.4	chloramphenicol	
1228988.4	1228988.4	ciprofloxacin	
1228988.4	1228988.4	ceftriaxone	
1228988.4	1228988.4	colistin	
1228988.4	1228988.4	cefotaxime	
1228988.4	1228988.4	cefotaxime/clavulanic acid	
1228988.4	1228988.4	cefuroxime	
1228988.4	1228988.4	doripenem	
1228988.4	1228988.4	ertapenem	
1228988.4	1228988.4	cefepime	
1228988.4	1228988.4	fosfomycin	
1228988.4	1228988.4	cefoxitin	
1228988.4	1228988.4	gentamicin	
1228988.4	1228988.4	imipenem	
1228988.4	1228988.4	levofloxacin	
1228988.4	1228988.4	meropenem	
1228988.4	1228988.4	minocycline	
1228988.4	1228988.4	nitrofurantoin	
1228988.4	1228988.4	ampicillin/sulbactam	
1228988.4	1228988.4	tetracycline	
1228988.4	1228988.4	tigecycline	
1228988.4	1228988.4	tobramycin	
1228988.4	1228988.4	piperacillin/tazobactam	
1228988.4	1228988.4	polymyxin B	
1228988.4	1228988.4	trimethoprim/sulfamethoxazole	
1225181.3	1225181.3	amoxicillin/clavulanic acid	
1225181.3	1225181.3	amikacin	
1225181.3	1225181.3	ampicillin	
1225181.3	1225181.3	aztreonam	
1225181.3	1225181.3	ceftazidime	
1225181.3	1225181.3	cefazolin	
1225181.3	1225181.3	chloramphenicol	
1225181.3	1225181.3	ciprofloxacin	
1225181.3	1225181.3	ceftriaxone	
1225181.3	1225181.3	colistin	
1225181.3	1225181.3	cefotaxime	
1225181.3	1225181.3	cefotaxime/clavulanic acid	
1225181.3	1225181.3	cefuroxime	
1225181.3	1225181.3	doripenem	
1225181.3	1225181.3	ertapenem	
1225181.3	1225181.3	cefepime	
1225181.3	1225181.3	fosfomycin	
1225181.3	1225181.3	cefoxitin	
1225181.3	1225181.3	gentamicin	
1225181.3	1225181.3	imipenem	
1225181.3	1225181.3	levofloxacin	
1225181.3	1225181.3	meropenem	
1225181.3	1225181.3	minocycline	
1225181.3	1225181.3	nitrofurantoin	
1225181.3	1225181.3	ampicillin/sulbactam	
1225181.3	1225181.3	tetracycline	
1225181.3	1225181.3	tigecycline	
1225181.3	1225181.3	tobramycin	
1225181.3	1225181.3	piperacillin/tazobactam	
1225181.3	1225181.3	polymyxin B	
1225181.3	1225181.3	trimethoprim/sulfamethoxazole	
1225181.6	1225181.6	amoxicillin/clavulanic acid	
1225181.6	1225181.6	amikacin	
1225181.6	1225181.6	ampicillin	
1225181.6	1225181.6	aztreonam	
1225181.6	1225181.6	ceftazidime	
1225181.6	1225181.6	cefazolin	
1225181.6	1225181.6	chloramphenicol	
1225181.6	1225181.6	ciprofloxacin	
1225181.6	1225181.6	ceftriaxone	
1225181.6	1225181.6	colistin	
1225181.6	1225181.6	cefotaxime	
1225181.6	1225181.6	cefotaxime/clavulanic acid	
1225181.6	1225181.6	cefuroxime	
1225181.6	1225181.6	doripenem	
1225181.6	1225181.6	ertapenem	
1225181.6	1225181.6	cefepime	
1225181.6	1225181.6	fosfomycin	
1225181.6	1225181.6	cefoxitin	
1225181.6	1225181.6	gentamicin	
1225181.6	1225181.6	imipenem	
1225181.6	1225181.6	levofloxacin	
1225181.6	1225181.6	meropenem	
1225181.6	1225181.6	minocycline	
1225181.6	1225181.6	nitrofurantoin	
1225181.6	1225181.6	ampicillin/sulbactam	
1225181.6	1225181.6	tetracycline	
1225181.6	1225181.6	tigecycline	
1225181.6	1225181.6	tobramycin	
1225181.6	1225181.6	piperacillin/tazobactam	
1225181.6	1225181.6	polymyxin B	
1225181.6	1225181.6	trimethoprim/sulfamethoxazole	
1225181.7	1225181.7	amoxicillin/clavulanic acid	
1225181.7	1225181.7	amikacin	
1225181.7	1225181.7	ampicillin	
1225181.7	1225181.7	aztreonam	
1225181.7	1225181.7	ceftazidime	
1225181.7	1225181.7	cefazolin	
1225181.7	1225181.7	chloramphenicol	
1225181.7	1225181.7	ciprofloxacin	
1225181.7	1225181.7	ceftriaxone	
1225181.7	1225181.7	colistin	
1225181.7	1225181.7	cefotaxime	
1225181.7	1225181.7	cefotaxime/clavulanic acid	
1225181.7	1225181.7	cefuroxime	
1225181.7	1225181.7	doripenem	
1225181.7	1225181.7	ertapenem	
1225181.7	1225181.7	cefepime	
1225181.7	1225181.7	fosfomycin	
1225181.7	1225181.7	cefoxitin	
1225181.7	1225181.7	gentamicin	
1225181.7	1225181.7	imipenem	
1225181.7	1225181.7	levofloxacin	
1225181.7	1225181.7	meropenem	
1225181.7	1225181.7	minocycline	
1225181.7	1225181.7	nitrofurantoin	
1225181.7	1225181.7	ampicillin/sulbactam	
1225181.7	1225181.7	tetracycline	
1225181.7	1225181.7	tigecycline	
1225181.7	1225181.7	tobramycin	
1225181.7	1225181.7	piperacillin/tazobactam	
1225181.7	1225181.7	polymyxin B	
1225181.7	1225181.7	trimethoprim/sulfamethoxazole	
1225181.8	1225181.8	amoxicillin/clavulanic acid	
1225181.8	1225181.8	amikacin	
1225181.8	1225181.8	ampicillin	
1225181.8	1225181.8	aztreonam	
1225181.8	1225181.8	ceftazidime	
1225181.8	1225181.8	cefazolin	
1225181.8	1225181.8	chloramphenicol	
1225181.8	1225181.8	ciprofloxacin	
1225181.8	1225181.8	ceftriaxone	
1225181.8	1225181.8	colistin	
1225181.8	1225181.8	cefotaxime	
1225181.8	1225181.8	cefotaxime/clavulanic acid	
1225181.8	1225181.8	cefuroxime	
1225181.8	1225181.8	doripenem	
1225181.8	1225181.8	ertapenem	
1225181.8	1225181.8	cefepime	
1225181.8	1225181.8	fosfomycin	
1225181.8	1225181.8	cefoxitin	
1225181.8	1225181.8	gentamicin	
1225181.8	1225181.8	imipenem	
1225181.8	1225181.8	levofloxacin	
1225181.8	1225181.8	meropenem	
1225181.8	1225181.8	minocycline	
1225181.8	1225181.8	nitrofurantoin	
1225181.8	1225181.8	ampicillin/sulbactam	
1225181.8	1225181.8	tetracycline	
1225181.8	1225181.8	tigecycline	
1225181.8	1225181.8	tobramycin	
1225181.8	1225181.8	piperacillin/tazobactam	
1225181.8	1225181.8	polymyxin B	
1225181.8	1225181.8	trimethoprim/sulfamethoxazole	
1226115.3	1226115.3	amoxicillin/clavulanic acid	
1226115.3	1226115.3	amikacin	
1226115.3	1226115.3	ampicillin	
1226115.3	1226115.3	aztreonam	
1226115.3	1226115.3	ceftazidime	
1226115.3	1226115.3	cefazolin	
1226115.3	1226115.3	chloramphenicol	
1226115.3	1226115.3	ciprofloxacin	
1226115.3	1226115.3	ceftriaxone	
1226115.3	1226115.3	colistin	
1226115.3	1226115.3	cefotaxime	
1226115.3	1226115.3	cefotaxime/clavulanic acid	
1226115.3	1226115.3	cefuroxime	
1226115.3	1226115.3	doripenem	
1226115.3	1226115.3	ertapenem	
1226115.3	1226115.3	cefepime	
1226115.3	1226115.3	fosfomycin	
1226115.3	1226115.3	cefoxitin	
1226115.3	1226115.3	gentamicin	
1226115.3	1226115.3	imipenem	
1226115.3	1226115.3	levofloxacin	
1226115.3	1226115.3	meropenem	
1226115.3	1226115.3	minocycline	
1226115.3	1226115.3	nitrofurantoin	
1226115.3	1226115.3	ampicillin/sulbactam	
1226115.3	1226115.3	tetracycline	
1226115.3	1226115.3	tigecycline	
1226115.3	1226115.3	tobramycin	
1226115.3	1226115.3	piperacillin/tazobactam	
1226115.3	1226115.3	polymyxin B	
1226115.3	1226115.3	trimethoprim/sulfamethoxazole	
1226680.3	1226680.3	amoxicillin/clavulanic acid	
1226680.3	1226680.3	amikacin	
1226680.3	1226680.3	ampicillin	
1226680.3	1226680.3	aztreonam	
1226680.3	1226680.3	ceftazidime	
1226680.3	1226680.3	cefazolin	
1226680.3	1226680.3	chloramphenicol	
1226680.3	1226680.3	ciprofloxacin	
1226680.3	1226680.3	ceftriaxone	
1226680.3	1226680.3	colistin	
1226680.3	1226680.3	cefotaxime	
1226680.3	1226680.3	cefotaxime/clavulanic acid	
1226680.3	1226680.3	cefuroxime	
1226680.3	1226680.3	doripenem	
1226680.3	1226680.3	ertapenem	
1226680.3	1226680.3	cefepime	
1226680.3	1226680.3	fosfomycin	
1226680.3	1226680.3	cefoxitin	
1226680.3	1226680.3	gentamicin	
1226680.3	1226680.3	imipenem	
1226680.3	1226680.3	levofloxacin	
1226680.3	1226680.3	meropenem	
1226680.3	1226680.3	minocycline	
1226680.3	1226680.3	nitrofurantoin	
1226680.3	1226680.3	ampicillin/sulbactam	
1226680.3	1226680.3	tetracycline	
1226680.3	1226680.3	tigecycline	
1226680.3	1226680.3	tobramycin	
1226680.3	1226680.3	piperacillin/tazobactam	
1226680.3	1226680.3	polymyxin B	
1226680.3	1226680.3	trimethoprim/sulfamethoxazole	
1226680.5	1226680.5	imipenem	Susceptible
1226680.5	1226680.5	levofloxacin	Susceptible
1226680.5	1226680.5	tobramycin	Susceptible
1226680.5	1226680.5	ciprofloxacin	Susceptible
1226680.5	1226680.5	trimethoprim/sulfamethoxazole	Susceptible
1226680.5	1226680.5	cefepime	Susceptible
1226680.5	1226680.5	tetracycline	Resistant
1226680.5	1226680.5	meropenem	Susceptible
1226680.5	1226680.5	cefoxitin	Susceptible
1226680.5	1226680.5	ertapenem	Susceptible
1226680.5	1226680.5	amikacin	Susceptible
1226680.5	1226680.5	gentamicin	Susceptible
1226680.5	1226680.5	aztreonam	Susceptible
1226680.5	1226680.5	piperacillin/tazobactam	Susceptible
1226680.5	1226680.5	amoxicillin/clavulanic acid	
1226680.5	1226680.5	amikacin	
1226680.5	1226680.5	ampicillin	
1226680.5	1226680.5	aztreonam	
1226680.5	1226680.5	ceftazidime	
1226680.5	1226680.5	cefazolin	
1226680.5	1226680.5	chloramphenicol	
1226680.5	1226680.5	ciprofloxacin	
1226680.5	1226680.5	ceftriaxone	
1226680.5	1226680.5	colistin	
1226680.5	1226680.5	cefotaxime	
1226680.5	1226680.5	cefotaxime/clavulanic acid	
1226680.5	1226680.5	cefuroxime	
1226680.5	1226680.5	doripenem	
1226680.5	1226680.5	ertapenem	
